Distancia,Concentración
17.320508075688775,7.9779966e-05
17.088104984023914,7.948304e-05
16.862379974141742,7.938276e-05
16.643604758042677,7.939676e-05
16.43205692522503,7.942963e-05
16.22801912582129,7.936814e-05
16.031778104892112,7.908059e-05
15.84362358058488,7.84219e-05
15.663846961213686,7.72487e-05
15.492739899309994,7.5448144e-05
15.330592684345609,7.297938e-05
15.17769248012494,6.9919595e-05
15.034321417724907,6.649713e-05
14.900754560221888,6.3099826e-05
14.777257761126572,6.0266997e-05
14.664085444236486,5.871889e-05
14.561478338247527,5.952888e-05
14.469661204635244,6.463755e-05
14.38884060169169,7.818167e-05
14.319202730848776,0.000109918976
14.260911413219475,0.00018400559
14.214106244380284,0.00035870072
14.178900973617752,0.00075358717
14.155382150089663,0.0015343938
14.143608072651983,0.0027692786
14.143608072651983,0.0042295353
14.155382150089663,0.005418704
14.178900973617754,0.005884822
14.214106244380284,0.0055044326
14.260911413219475,0.0045080134
14.319202730848776,0.0032921087
14.388840601691692,0.0021935832
14.469661204635244,0.0013725486
14.561478338247527,0.00083283416
14.664085444236486,0.0005053005
14.777257761126572,0.00031416403
14.900754560221888,0.00020344554
15.034321417724907,0.00013843026
15.17769248012494,9.932885e-05
15.33059268434561,7.521825e-05
15.492739899309994,6.0057984e-05
15.663846961213686,5.0425468e-05
15.84362358058488,4.430524e-05
16.031778104892112,4.045839e-05
16.22801912582129,3.8094822e-05
16.43205692522503,3.6697842e-05
16.643604758042677,3.5926332e-05
16.862379974141742,3.555892e-05
17.088104984023914,3.5462166e-05
17.320508075688775,3.556886e-05
17.088104984023914,8.5014326e-05
16.852497259754884,8.546237e-05
16.623573332390347,8.624672e-05
16.40161306966372,8.728131e-05
16.18690293845178,8.845558e-05
15.979735188451798,8.962043e-05
15.780406875284333,9.05756e-05
15.589218713851192,9.106164e-05
15.406473755189607,9.076972e-05
15.232475883213954,8.938359e-05
15.067528131658957,8.666142e-05
14.91193082622985,8.2546285e-05
14.765979562375293,7.725709e-05
14.629963035120639,7.129995e-05
14.504160743862377,6.537383e-05
14.388840601691692,6.022919e-05
14.2842564853854,5.6598106e-05
14.190645768320383,5.5310946e-05
14.1082268838403,5.769231e-05
14.037196970626649,6.642697e-05
13.977729654014503,8.743017e-05
13.929973017617568,0.00013392454
13.894047817849245,0.00023405899
13.87004598983363,0.00043856868
13.858029486828539,0.0008090472
13.858029486828539,0.0013608328
13.87004598983363,0.0019909746
13.894047817849247,0.0024916346
13.929973017617568,0.0026753375
13.977729654014503,0.0024965047
14.037196970626649,0.0020609945
14.108226883840302,0.0015384053
14.190645768320383,0.0010653691
14.2842564853854,0.00070422847
14.388840601691692,0.00045702077
14.504160743862377,0.00029838557
14.629963035120639,0.00019964359
14.765979562375293,0.00013857581
14.91193082622985,0.000100517864
15.067528131658957,7.649728e-05
15.232475883213954,6.117326e-05
15.406473755189607,5.1355993e-05
15.589218713851192,4.509655e-05
15.780406875284331,4.1166346e-05
15.979735188451798,3.8768663e-05
16.18690293845178,3.737633e-05
16.40161306966372,3.6637346e-05
16.623573332390347,3.6319554e-05
16.852497259754884,3.6280137e-05
17.088104984023914,3.644631e-05
16.862379974141742,9.440836e-05
16.623573332390347,9.606984e-05
16.39145255261635,9.834335e-05
16.166305630362103,0.000101165824
15.948427922092272,0.00010443446
15.738121334529042,0.00010797218
15.535693341361842,0.00011148174
15.341455816043073,0.000114503695
15.155723671823122,0.00011640206
14.978813303463273,0.00011642526
14.811040829247878,0.00011387961
14.652720137011343,0.000108399596
14.504160743862377,0.00010020575
14.36566548602291,9.017905e-05
14.237528062522372,7.9633726e-05
14.120030464138699,6.989008e-05
14.013440326614607,6.192219e-05
13.918008254389807,5.6308796e-05
13.833965167414144,5.3486896e-05
13.761519728557728,5.4193897e-05
13.70085591224249,6.0083537e-05
13.652130775775156,7.473598e-05
13.615472493159942,0.00010547233
13.590978706753004,0.00016606698
13.578715245012058,0.00027814813
13.578715245012058,0.00046398092
13.590978706753004,0.0007234961
13.615472493159944,0.0010087081
13.652130775775156,0.0012310048
13.70085591224249,0.0013115092
13.761519728557728,0.0012313586
13.833965167414144,0.0010362426
13.918008254389807,0.00079901516
14.013440326614607,0.0005789043
14.120030464138699,0.00040449254
14.237528062522372,0.00027920812
14.36566548602291,0.00019424628
14.504160743862377,0.0001382726
14.652720137011343,0.000101783786
14.811040829247878,7.8028985e-05
14.978813303463273,6.255662e-05
15.155723671823122,5.2509145e-05
15.341455816043073,4.604926e-05
15.535693341361842,4.1977582e-05
15.738121334529044,3.9498354e-05
15.948427922092273,3.807663e-05
16.166305630362103,3.735057e-05
16.39145255261635,3.7076774e-05
16.623573332390347,3.710026e-05
16.862379974141742,3.7336682e-05
16.643604758042677,0.00011107383
16.40161306966372,0.0001148955
16.166305630362103,0.00011991375
15.937978500546476,0.00012614555
15.716935901624614,0.00013353827
15.503489416578532,0.00014188212
15.29795700564095,0.00015069166
15.100661823417083,0.00015908646
14.91193082622985,0.00016573777
14.732093161856282,0.00016898639
14.561478338247527,0.00016720933
14.40041417332092,0.00015940097
14.249224534458103,0.0001457571
14.1082268838403,0.0001279146
13.977729654014501,0.00010855041
13.858029486828539,9.0419475e-05
13.749408377715486,7.540685e-05
13.652130775775156,6.421588e-05
13.566440697649186,5.6751116e-05
13.49255891923722,5.2747393e-05
13.430680313283997,5.2288226e-05
13.380971402273882,5.620541e-05
13.343568194512265,6.6558925e-05
13.318574366538556,8.7371736e-05
13.306059847104521,0.0001254708
13.306059847104521,0.00019026558
13.318574366538556,0.0002897227
13.343568194512267,0.00042070277
13.380971402273882,0.00055950927
13.430680313283997,0.0006659954
13.49255891923722,0.0007049758
13.566440697649186,0.00066782214
13.652130775775156,0.00057473197
13.749408377715486,0.00045865297
13.858029486828539,0.0003473253
13.977729654014501,0.00025538058
14.1082268838403,0.00018612362
14.249224534458103,0.0001367704
14.40041417332092,0.00010269569
14.561478338247527,7.9582176e-05
14.732093161856282,6.408692e-05
14.91193082622985,5.382101e-05
15.100661823417083,4.712907e-05
15.29795700564095,4.287356e-05
15.503489416578532,4.0273386e-05
15.716935901624616,3.8791928e-05
15.937978500546476,3.806011e-05
16.166305630362103,3.782398e-05
16.40161306966372,3.791462e-05
16.643604758042677,3.82317e-05
16.43205692522503,0.00014221818
16.18690293845178,0.00015028896
15.948427922092273,0.00016078209
15.716935901624616,0.00017384843
15.492739899309994,0.00018945846
15.276161151999464,0.0002072029
15.067528131658957,0.00022605761
14.867175352335803,0.0002441993
14.675441949670855,0.00025900925
14.492670022515098,0.00026738472
14.319202730848776,0.0002663988
14.155382150089663,0.00025420834
14.001546889015435,0.0002309487
13.858029486828539,0.00019923336
13.725153614171735,0.00016377782
13.603231112853457,0.00012994111
13.49255891923722,0.00010175631
13.39341592614678,8.07714e-05
13.306059847104521,6.6447814e-05
13.230724154065904,5.741864e-05
13.167615164847787,5.250144e-05
13.116909358548092,5.1137195e-05
13.078750995928257,5.3525673e-05
13.053250116691741,6.0750666e-05
13.04048097681302,7.5000506e-05
13.04048097681302,9.972719e-05
13.053250116691741,0.00013914138
13.078750995928258,0.0001959706
13.116909358548092,0.00026711356
13.167615164847787,0.00033998897
13.230724154065904,0.00039501337
13.306059847104523,0.00041543908
13.39341592614678,0.00039706295
13.49255891923722,0.00034930793
13.603231112853457,0.00028800394
13.725153614171735,0.00022709687
13.858029486828539,0.00017469413
14.001546889015435,0.00013347028
14.155382150089665,0.000102837585
14.319202730848776,8.090954e-05
14.492670022515098,6.5626984e-05
14.675441949670855,5.521692e-05
14.867175352335803,4.8295755e-05
15.067528131658955,4.3833286e-05
15.276161151999466,4.1084255e-05
15.492739899309994,3.9519346e-05
15.716935901624616,3.876604e-05
15.948427922092273,3.85617e-05
16.18690293845178,3.872288e-05
16.43205692522503,3.9130453e-05
16.22801912582129,0.00020523607
15.979735188451798,0.00022164137
15.738121334529042,0.00024253792
15.503489416578532,0.00026796362
15.276161151999464,0.0002974442
15.056467364426602,0.00032971014
14.844747015443536,0.00036248885
14.641346007498319,0.00039248806
14.446615741146605,0.0004156706
14.260911413219475,0.0004277839
14.084590047329485,0.00042511272
13.918008254389807,0.0004053574
13.761519728557728,0.00036853313
13.615472493159944,0.00031769945
13.480205921527949,0.0002590416
13.356047568943819,0.0002007068
13.243309863598059,0.00015022063
13.142286715977093,0.00011174688
13.053250116691741,8.530197e-05
12.976446801615946,6.838366e-05
12.912095069496473,5.8134858e-05
12.860381840153591,5.2490173e-05
12.82146004040414,5.036587e-05
12.795446399524275,5.151674e-05
12.782419726358857,5.642108e-05
12.782419726358857,6.624945e-05
12.795446399524275,8.277727e-05
12.82146004040414,0.00010791185
12.860381840153591,0.00014239637
12.912095069496473,0.0001837345
12.976446801615946,0.00022477182
13.053250116691743,0.0002552786
13.142286715977093,0.00026676664
13.243309863598059,0.00025704657
13.356047568943819,0.00023073914
13.480205921527949,0.00019590446
13.615472493159944,0.00016004812
13.761519728557728,0.00012799965
13.918008254389807,0.0001018301
14.084590047329486,8.174342e-05
14.260911413219475,6.701188e-05
14.446615741146605,5.6601348e-05
14.641346007498319,4.9495513e-05
14.844747015443536,4.4828383e-05
15.056467364426602,4.1918534e-05
15.276161151999464,4.025668e-05
15.503489416578532,3.9472376e-05
