Distancia,Concentración
17.320508075688775,-0.0054747015
17.088104984023914,-0.0069714934
16.862379974141742,-0.008443549
16.643604758042677,-0.009824365
16.43205692522503,-0.011058271
16.22801912582129,-0.012098953
16.031778104892112,-0.012908876
15.84362358058488,-0.013459399
15.663846961213686,-0.013728216
15.492739899309994,-0.013698429
15.330592684345609,-0.013357371
15.17769248012494,-0.012697026
15.034321417724907,-0.011719152
14.900754560221888,-0.0104420185
14.777257761126572,-0.00891079
14.664085444236486,-0.0072066933
14.561478338247527,-0.0054492652
14.469661204635244,-0.0037883222
14.38884060169169,-0.0023767948
14.319202730848776,-0.0013242066
14.260911413219475,-0.0006518364
14.214106244380284,-0.00028975308
14.178900973617752,-0.0001309067
14.155382150089663,-8.85129e-05
14.143608072651983,-0.000103116035
14.143608072651983,-0.0001243949
14.155382150089663,-0.00011406839
14.178900973617754,-6.401539e-05
14.214106244380284,2.5331974e-07
14.260911413219475,4.194677e-05
14.319202730848776,3.8981438e-05
14.388840601691692,-6.1690807e-06
14.469661204635244,-7.370114e-05
14.561478338247527,-0.00013893843
14.664085444236486,-0.00018189847
14.777257761126572,-0.00019215047
14.900754560221888,-0.0001707077
15.034321417724907,-0.00012940168
15.17769248012494,-8.657575e-05
15.33059268434561,-5.7950616e-05
15.492739899309994,-4.9069524e-05
15.663846961213686,-5.4642558e-05
15.84362358058488,-6.531179e-05
16.031778104892112,-7.377565e-05
16.22801912582129,-7.7188015e-05
16.43205692522503,-7.724762e-05
16.643604758042677,-8.198619e-05
16.862379974141742,-0.00010898709
17.088104984023914,-0.00018881261
17.320508075688775,-0.0003646314
17.088104984023914,-0.0061978996
16.852497259754884,-0.00793536
16.623573332390347,-0.009608775
16.40161306966372,-0.011137828
16.18690293845178,-0.012462795
15.979735188451798,-0.013541877
15.780406875284333,-0.014348283
15.589218713851192,-0.014866039
15.406473755189607,-0.015086904
15.232475883213954,-0.015005186
15.067528131658957,-0.014615431
14.91193082622985,-0.013911054
14.765979562375293,-0.01288712
14.629963035120639,-0.011548758
14.504160743862377,-0.009923443
14.388840601691692,-0.008077756
14.2842564853854,-0.006130174
14.190645768320383,-0.0042500794
14.1082268838403,-0.0026275963
14.037196970626649,-0.0014077574
13.977729654014503,-0.0006251335
13.929973017617568,-0.00020286441
13.894047817849245,-2.3260713e-05
13.87004598983363,9.164214e-06
13.858029486828539,-3.348291e-05
13.858029486828539,-8.457899e-05
13.87004598983363,-9.201467e-05
13.894047817849247,-4.322827e-05
13.929973017617568,2.9116869e-05
13.977729654014503,7.3865056e-05
14.037196970626649,5.748868e-05
14.108226883840302,-1.8164515e-05
14.190645768320383,-0.00012467802
14.2842564853854,-0.0002245754
14.388840601691692,-0.00028789043
14.504160743862377,-0.0003003329
14.629963035120639,-0.0002657026
14.765979562375293,-0.0002028346
14.91193082622985,-0.00013741851
15.067528131658957,-8.957088e-05
15.232475883213954,-6.5639615e-05
15.406473755189607,-5.9977174e-05
15.589218713851192,-6.3195825e-05
15.780406875284331,-6.990135e-05
15.979735188451798,-8.1792474e-05
16.18690293845178,-0.00011022389
16.40161306966372,-0.00017894804
16.623573332390347,-0.0003257841
16.852497259754884,-0.000599429
17.088104984023914,-0.0010504425
16.862379974141742,-0.0070444345
16.623573332390347,-0.008985624
16.39145255261635,-0.010809317
16.166305630362103,-0.012426272
15.948427922092272,-0.013779312
15.738121334529042,-0.014836177
15.535693341361842,-0.015583679
15.341455816043073,-0.01602082
15.155723671823122,-0.016153052
14.978813303463273,-0.01598601
14.811040829247878,-0.015521064
14.652720137011343,-0.01475279
14.504160743862377,-0.013671711
14.36566548602291,-0.0122716725
14.237528062522372,-0.0105653405
14.120030464138699,-0.008606806
14.013440326614607,-0.0065140873
13.918008254389807,-0.0044744015
13.833965167414144,-0.0027084798
13.761519728557728,-0.0013849735
13.70085591224249,-0.0005418211
13.652130775775156,-9.3355775e-05
13.615472493159942,8.507073e-05
13.590978706753004,9.6559525e-05
13.578715245012058,2.5108457e-05
13.578715245012058,-5.0514936e-05
13.590978706753004,-7.043779e-05
13.615472493159944,-2.1219254e-05
13.652130775775156,5.672872e-05
13.70085591224249,9.833276e-05
13.761519728557728,5.955994e-05
13.833965167414144,-5.763769e-05
13.918008254389807,-0.0002129525
14.013440326614607,-0.0003541708
14.120030464138699,-0.0004402101
14.237528062522372,-0.00045366585
14.36566548602291,-0.00040213764
14.504160743862377,-0.0003132969
14.652720137011343,-0.00022122264
14.811040829247878,-0.00015112758
14.978813303463273,-0.00011141598
15.155723671823122,-9.778142e-05
15.341455816043073,-0.00010423362
15.535693341361842,-0.00013302267
15.738121334529044,-0.00019976497
15.948427922092273,-0.00033664703
16.166305630362103,-0.0005914569
16.39145255261635,-0.0010195524
16.623573332390347,-0.0016685277
16.862379974141742,-0.0025598556
16.643604758042677,-0.00790064
16.40161306966372,-0.009979889
16.166305630362103,-0.011881933
15.937978500546476,-0.013516068
15.716935901624614,-0.0148323625
15.503489416578532,-0.015811726
15.29795700564095,-0.016455129
15.100661823417083,-0.016775921
14.91193082622985,-0.016791418
14.732093161856282,-0.016516402
14.561478338247527,-0.01595749
14.40041417332092,-0.015110537
14.249224534458103,-0.013962135
14.1082268838403,-0.012497559
13.977729654014501,-0.010720268
13.858029486828539,-0.008678228
13.749408377715486,-0.0064949095
13.652130775775156,-0.0043763965
13.566440697649186,-0.002563998
13.49255891923722,-0.0012308806
13.430680313283997,-0.0004015565
13.380971402273882,2.2470951e-05
13.343568194512265,0.00017057359
13.318574366538556,0.00015056133
13.306059847104521,5.4106116e-05
13.306059847104521,-3.4675002e-05
13.318574366538556,-5.5879354e-05
13.343568194512267,-1.5944242e-06
13.380971402273882,7.842481e-05
13.430680313283997,0.00010763109
13.49255891923722,3.452599e-05
13.566440697649186,-0.00013543665
13.652130775775156,-0.0003491938
13.749408377715486,-0.0005387813
13.858029486828539,-0.0006520599
13.977729654014501,-0.0006682426
14.1082268838403,-0.00059992075
14.249224534458103,-0.00048451126
14.40041417332092,-0.00036619604
14.561478338247527,-0.0002771467
14.732093161856282,-0.00023052096
14.91193082622985,-0.00022870302
15.100661823417083,-0.00027804077
15.29795700564095,-0.00040102005
15.503489416578532,-0.00064226985
15.716935901624616,-0.0010635704
15.937978500546476,-0.0017276257
16.166305630362103,-0.0026729554
16.40161306966372,-0.0038932413
16.643604758042677,-0.005330518
16.43205692522503,-0.008613557
16.18690293845178,-0.010743484
15.948427922092273,-0.012641743
15.716935901624616,-0.01422216
15.492739899309994,-0.015445635
15.276161151999464,-0.016306117
15.067528131658957,-0.016817614
14.867175352335803,-0.017004177
14.675441949670855,-0.016891792
14.492670022515098,-0.016501322
14.319202730848776,-0.015842393
14.155382150089663,-0.014910892
14.001546889015435,-0.013690367
13.858029486828539,-0.012162283
13.725153614171735,-0.010326654
13.603231112853457,-0.008235931
13.49255891923722,-0.006028503
13.39341592614678,-0.003930241
13.306059847104521,-0.0021886379
13.230724154065904,-0.0009558499
13.167615164847787,-0.00022409856
13.116909358548092,0.00012212992
13.078750995928257,0.00021328032
13.053250116691741,0.00015619397
13.04048097681302,4.3585896e-05
13.04048097681302,-4.3272972e-05
13.053250116691741,-5.3331256e-05
13.078750995928258,1.0296702e-05
13.116909358548092,8.659065e-05
13.167615164847787,9.122491e-05
13.230724154065904,-2.8803945e-05
13.306059847104523,-0.0002616346
13.39341592614678,-0.0005417913
13.49255891923722,-0.00078701973
13.603231112853457,-0.0009343475
13.725153614171735,-0.00095924735
13.858029486828539,-0.00087982416
14.001546889015435,-0.00074501336
14.155382150089665,-0.00061142445
14.319202730848776,-0.0005219281
14.492670022515098,-0.0005016327
14.675441949670855,-0.0005709976
14.867175352335803,-0.0007661134
15.067528131658955,-0.0011497736
15.276161151999466,-0.0018049926
15.492739899309994,-0.002805218
15.716935901624616,-0.0041728467
15.948427922092273,-0.005855009
16.18690293845178,-0.0077320635
16.43205692522503,-0.009646982
16.22801912582129,-0.009033114
15.979735188451798,-0.011117876
15.738121334529042,-0.012932375
15.503489416578532,-0.014399156
15.276161151999464,-0.015490368
15.056467364426602,-0.01621063
14.844747015443536,-0.01658298
14.641346007498319,-0.016638115
14.446615741146605,-0.016406313
14.260911413219475,-0.015910402
14.084590047329485,-0.015160307
13.918008254389807,-0.014151052
13.761519728557728,-0.012864172
13.615472493159944,-0.0112813115
13.480205921527949,-0.009408355
13.356047568943819,-0.0073138475
13.243309863598059,-0.0051609874
13.142286715977093,-0.0031932145
13.053250116691741,-0.0016430616
12.976446801615946,-0.00061410666
12.912095069496473,-5.1110983e-05
12.860381840153591,0.00017856061
12.82146004040414,0.00019931793
12.795446399524275,0.00010974705
12.782419726358857,-5.066395e-06
12.782419726358857,-7.4505806e-05
12.795446399524275,-6.28978e-05
12.82146004040414,1.0550022e-05
12.860381840153591,7.4356794e-05
12.912095069496473,4.209578e-05
12.976446801615946,-0.0001346618
13.053250116691743,-0.00043661892
13.142286715977093,-0.0007880181
13.243309863598059,-0.0010949224
13.356047568943819,-0.001284048
13.480205921527949,-0.0013275146
13.615472493159944,-0.001250267
13.761519728557728,-0.0011156499
13.918008254389807,-0.0009969026
14.084590047329486,-0.0009546876
14.260911413219475,-0.0010388643
14.446615741146605,-0.001308918
14.641346007498319,-0.0018545091
14.844747015443536,-0.0027901977
15.056467364426602,-0.0042114705
15.276161151999464,-0.0061267316
15.503489416578532,-0.008420289
15.738121334529042,-0.0108820945
15.979735188451798,-0.013277292
16.22801912582129,-0.015402004
16.031778104892112,-0.00907363
15.780406875284333,-0.011025116
15.535693341361842,-0.012690097
15.29795700564095,-0.014001831
15.067528131658955,-0.014942035
14.844747015443536,-0.015522137
14.629963035120637,-0.015769437
14.423533456395608,-0.015716001
14.225821973749753,-0.0153915435
14.037196970626647,-0.014817074
13.858029486828539,-0.013999984
13.688690887946125,-0.012932658
13.529550239973242,-0.011596367
13.380971402273882,-0.009977594
13.243309863598059,-0.008097678
13.116909358548092,-0.0060533434
13.00209831526243,-0.004038945
12.899186198416722,-0.0023055375
12.808459824092411,-0.0010451078
12.730179733674037,-0.00028941035
12.664576721714452,6.894767e-05
12.611848616718675,0.00017124414
12.572157413274644,0.00012783706
12.54562684841117,2.1070242e-05
12.532340504362482,-7.840991e-05
12.532340504362482,-0.000116974115
12.54562684841117,-7.849932e-05
12.572157413274645,9.3877316e-07
12.611848616718675,4.322827e-05
12.664576721714452,-3.398955e-05
12.730179733674037,-0.00027103722
12.808459824092413,-0.0006419271
12.899186198416722,-0.0010643005
13.00209831526243,-0.0014348179
13.116909358548092,-0.0016710907
13.243309863598059,-0.0017444491
13.380971402273882,-0.0016904324
13.529550239973242,-0.0015914738
13.688690887946125,-0.0015430152
13.858029486828539,-0.0016347617
14.037196970626647,-0.00196068
14.225821973749753,-0.0026439428
14.423533456395608,-0.0038407445
14.629963035120637,-0.0056891292
14.844747015443538,-0.008208647
15.067528131658957,-0.011229664
15.29795700564095,-0.014432415
15.535693341361842,-0.017470166
15.780406875284333,-0.02007179
16.031778104892112,-0.022074685
15.84362358058488,-0.008766353
15.589218713851192,-0.010519698
15.341455816043073,-0.011993289
15.100661823417083,-0.01313138
14.867175352335803,-0.013922498
14.641346007498319,-0.014381066
14.423533456395608,-0.014533475
14.214106244380284,-0.0144085735
14.013440326614607,-0.0140312165
13.821917296487385,-0.013416454
13.639922295107711,-0.012565941
13.46784159338483,-0.011468351
13.306059847104521,-0.010106161
13.154957036312915,-0.008475527
13.014905113063284,-0.0066226274
12.886264395826034,-0.004681021
12.769379764049516,-0.0028760135
12.664576721714452,-0.0014481544
12.572157413274644,-0.00052413344
12.49239668800236,-5.5134296e-05
12.425538318276548,0.00010791421
12.371791482634837,0.000102356076
12.33132762450677,1.7046928e-05
12.304277791822743,-8.589029e-05
12.290730550949835,-0.00015416741
12.290730550949835,-0.00015348196
12.304277791822743,-8.7574124e-05
12.33132762450677,-6.362796e-06
12.371791482634837,1.0192394e-05
12.425538318276548,-0.000112220645
12.49239668800236,-0.00040519238
12.572157413274645,-0.000838086
12.664576721714452,-0.0013243258
12.769379764049516,-0.0017531067
12.886264395826034,-0.0020364076
13.014905113063284,-0.0021501333
13.154957036312915,-0.0021466613
13.306059847104521,-0.0021319836
13.467841593384831,-0.0022309572
13.639922295107713,-0.0025757402
